1	1.68359
2	1.68213
3	1.79036
4	2.14062
5	3.3209
6	4.20589
7	4.80594
8	2.7627
9	3.06055
10	3.19277
11	3.25426
12	3.74609
13	4.33909
14	3.18192
15	3.15846
16	3.13818
17	3.19732
18	3.2404
19	3.29914
20	3.24072
21	3.2812
22	3.30771
23	3.34074
24	3.35994
25	3.37965
26	3.40771
27	3.42412
28	3.44339
29	3.4674
30	3.47585
31	3.49915
32	3.51718
33	3.52767
34	3.54337
35	3.54713
36	3.55832
37	3.57242
38	3.58157
39	3.593
40	3.61284
41	3.62064
42	3.62033
43	3.63047
44	3.66231
45	3.64878
46	3.66657
47	3.66315
48	3.7219
49	3.73025
50	3.77188
51	3.8219
52	3.85044
53	3.92202
54	3.93569
55	3.9568
56	3.99163
57	4.02327
58	4.06102
59	4.09155
60	4.11685
61	4.14234
62	4.24201
63	4.1893
64	4.24474
65	4.2498
66	4.28098
67	4.32211
68	4.34941
69	4.35319
70	4.36416
71	4.43866
72	4.44497
73	4.68527
74	4.50619
75	4.51546
76	4.64436
77	4.58031
78	4.61053
79	4.59643
80	4.75566
81	4.6172
82	4.75179
83	4.66133
84	4.66672
85	4.71079
86	4.70482
87	4.82724
88	4.85248
89	4.88077
90	4.89338
91	4.87648
92	4.85722
93	4.77005
94	4.78212
95	4.81625
96	4.9484
97	5.00667
98	4.83084
99	5.31353
100	5.11183
101	5.02089
102	5.21118
103	5.07511
104	5.06812
105	5.08708
106	5.27455
107	5.33545
108	5.06783
109	5.49987
110	5.25895
111	5.58542
112	5.46875
113	5.57556
114	5.53789
115	5.34944
116	5.40515
117	5.6188
118	5.4394
119	5.63385
120	5.83554
121	5.86085
122	5.53091
123	5.95731
124	6.00815
125	5.97745
126	5.72766
127	6.16401
128	6.0544
129	6.14022
130	6.01914
131	6.13269
132	6.25471
133	6.49827
134	6.5183
135	5.84523
136	6.34501
137	6.13776
138	6.30913
139	6.5212
140	6.18405
141	6.44293
142	6.19051
143	6.55666
144	6.20958
145	6.46845
146	6.22135
147	6.33636
148	6.64736
149	6.95187
150	6.38615
151	6.66996
152	6.76085
153	6.65972
154	6.64639
155	6.70985
156	6.66126
157	7.00383
158	7.05791
159	7.04762
160	6.95242
161	6.88916
162	6.92118
163	6.86559
164	7.09531
165	7.36888
166	7.09634
167	7.21311
168	7.32513
169	7.32704
170	7.48257
171	7.44493
172	7.58238
173	7.33858
174	7.43261
175	7.62879
176	7.5796
177	7.60844
178	7.59405
179	7.96336
180	7.64505
181	7.65683
182	7.72957
183	7.92805
184	8.04954
185	8.03941
186	7.97531
187	7.91018
188	7.98684
189	8.13372
190	8.25849
191	7.97523
192	8.23493
193	8.14238
194	8.76589
195	8.23809
196	8.08029
197	8.14199
198	8.23961
199	8.27044
200	8.31149
201	8.43735
202	8.33838
203	8.41305
204	8.49537
205	8.53703
206	8.5622
207	8.6474
208	8.63931
209	8.81909
210	8.92001
211	8.81773
212	8.77276
213	8.83508
214	8.83138
215	8.90738
216	8.88768
217	8.94867
218	9.06949
219	9.07491
220	9.05408
221	9.16944
222	9.4385
223	9.22578
224	9.27243
225	9.1407
226	9.23258
227	9.28888
228	9.94496
229	9.6155
230	9.70673
231	9.67789
232	9.64516
233	9.94816
234	9.49348
235	9.59038
236	9.59062
237	9.6187
238	9.70968
239	10.125
240	9.78308
241	9.72529
242	9.80754
243	9.91857
244	9.91259
245	9.85562
246	9.87387
247	9.90047
248	9.95137
249	9.95135
250	10.1169
251	10.1146
252	10.2218
253	10.507
254	10.1749
255	10.1986
256	10.1871
257	10.3046
258	10.2805
259	10.2899
260	10.2863
261	10.3707
262	10.339
263	10.3888
264	10.4261
265	10.4203
266	10.4521
267	10.4648
268	10.5044
269	10.5468
270	10.5509
271	10.585
272	10.6081
273	10.6178
274	10.6376
275	10.6834
276	10.7002
277	10.7434
278	10.7684
279	10.8822
280	10.8074
281	10.9864
282	11.4142
283	12.0596
284	10.9925
285	11.1968
286	10.9604
287	11.069
288	11.1062
289	11.2168
290	11.4586
291	11.1691
292	11.2652
293	11.4626
294	11.2668
295	11.299
296	11.7074
297	11.6664
298	11.7458
299	11.4524
300	11.387
301	11.4026
302	11.4161
303	12.9369
304	11.9024
305	11.8446
306	11.5124
307	11.7799
308	11.5506
309	11.6333
310	12.4896
311	12.0183
312	11.7787
313	11.729
314	11.774
315	11.6847
316	12.0163
317	12.028
318	11.8331
319	11.7675
320	11.9381
321	11.8062
322	12.0564
323	11.8629
324	12.278
325	12.0725
326	11.9268
327	11.9205
328	11.942
329	12.1332
330	13.4023
331	12.4619
332	12.0674
333	12.2315
334	12.0771
335	12.0576
336	12.3295
337	12.3487
338	12.3478
339	12.6814
340	12.9079
341	12.8814
342	12.2733
343	12.9268
344	13.1828
345	12.465
346	12.2431
347	12.3599
348	12.4116
349	12.3191
350	12.3163
351	12.3883
352	12.3552
353	12.3658
354	12.3902
355	12.4072
356	12.4907
357	12.4674
358	12.4357
359	12.4454
360	12.475
361	12.5124
362	12.4954
363	12.9778
364	13.2072
365	14.2854
366	14.1732
367	12.5949
368	12.596
369	12.9047
370	12.6395
371	12.617
372	12.6472
373	12.6516
374	12.6999
375	12.7082
376	12.6703
377	12.7179
378	12.8057
379	12.7509
380	12.8126
381	12.77
382	12.8209
383	12.8486
384	12.8575
385	12.881
386	12.9394
387	12.8727
388	12.8976
389	12.9228
390	12.9318
391	12.9539
392	12.9679
393	12.9978
394	13.0184
395	16.4378
396	16.6191
397	13.0209
398	13.0287
399	13.0414
400	14.6132
401	13.251
402	14.643
403	14.9517
404	13.7246
405	13.1286
406	13.1319
407	13.1639
408	13.1597
409	13.1717
410	13.2392
411	13.2063
412	13.2042
413	13.1816
414	13.2395
415	13.2161
416	13.2193
417	13.2355
418	13.2501
419	13.2897
420	13.2541
421	13.4248
422	13.3113
423	13.3231
424	13.3908
425	13.3353
426	13.3551
427	13.3518
428	13.443
429	13.3726
430	13.3892
431	13.4108
432	13.4097
433	13.4022
434	13.4362
435	13.465
436	13.4655
437	13.4858
438	13.4696
439	13.488
440	13.4856
441	13.5126
442	13.5183
443	13.5443
444	13.5435
445	13.5847
446	13.5714
447	13.5826
448	13.6031
449	13.5849
450	13.6173
451	13.597
452	13.6208
453	13.6249
454	13.6504
455	13.6332
456	14.8114
457	14.9129
458	14.7951
459	14.9095
460	13.6934
461	13.7032
462	14.8908
463	14.9831
464	14.8797
465	13.7197
466	13.8503
467	14.7873
468	13.7517
469	13.7725
470	13.7748
471	13.7795
472	13.7994
473	14.9148
474	13.8388
475	13.8118
476	13.8247
477	13.8232
478	13.8357
479	13.8562
480	13.8925
481	13.8626
482	13.8598
483	13.8602
484	13.8789
485	13.9009
486	13.8875
487	13.918
488	13.9305
489	13.9242
490	13.9206
491	13.9192
492	13.935
493	13.9675
494	13.9571
495	13.9527
496	13.9667
497	14.0026
498	13.9741
499	13.9822
500	14.0109
501	14.018
502	14.0024
503	14.0708
504	14.0398
505	14.0279
506	14.0521
507	14.0691
508	14.063
509	14.0815
510	14.0896
511	14.0834
512	14.0972
513	14.0958
514	14.1257
515	14.1055
516	14.1156
517	14.1054
518	14.1315
519	14.1418
520	14.1326
521	14.1418
522	14.1677
523	14.1756
524	14.1824
525	14.1808
526	14.1788
527	14.1898
528	14.2145
529	14.2146
530	14.2225
531	14.2391
532	14.2363
533	14.2403
534	14.2477
535	14.266
536	14.2728
537	14.2794
538	14.2739
539	14.2644
540	14.278
541	14.2879
542	14.3037
543	14.3118
544	14.3211
545	14.3189
546	14.3265
547	14.3374
548	14.3376
549	14.3272
550	14.3576
551	15.4282
552	15.8293
553	16.1414
554	16.0639
555	23.3206
556	20.6243
557	15.459
558	14.6378
559	14.5104
560	14.5062
561	14.5277
562	14.4954
563	14.8638
564	14.6757
565	15.1074
566	14.8498
567	14.5099
568	14.4739
569	16.4139
570	14.4762
571	14.4908
572	15.4918
573	15.4589
574	15.5185
575	15.5397
576	15.4982
577	14.5442
578	14.5242
579	14.5953
580	15.5342
581	17.1317
582	20.0998
583	15.6136
584	14.6855
585	14.786
586	14.7364
587	14.6118
588	14.5944
589	14.6711
590	14.6344
591	15.0532
592	14.661
593	14.6345
594	14.6135
595	14.6151
596	15.0526
597	14.6604
598	15.7316
599	14.7564
600	14.6545
601	14.7917
602	14.7912
603	15.0071
604	14.8257
605	14.8437
606	14.8575
607	14.8252
608	15.2338
609	15.7851
610	15.2659
611	15.2381
612	15.6538
613	14.8526
614	14.8871
615	23.0063
616	17.8192
617	15.0338
618	14.9844
619	15.5073
620	15.8974
621	15.7586
622	15.0872
623	16.306
624	14.9478
625	15.0734
626	15.056
627	15.1405
628	14.9242
629	14.9393
630	14.9468
631	14.9641
632	15.0222
633	15.1779
634	15.1508
635	15.0865
636	16.1288
637	16.9433
638	16.0396
639	24.2128
640	15.1
641	15.177
642	15.0058
643	15.1649
644	15.0146
645	15.0876
646	15.0481
647	15.1591
648	15.0377
649	15.1545
650	15.1097
651	15.052
652	15.0601
653	15.0927
654	15.0583
655	15.0589
656	15.0831
657	15.0801
658	15.0793
659	15.089
660	15.0889
661	15.1049
662	15.0915
663	15.0994
664	15.1113
665	15.1182
666	15.1237
667	15.146
668	15.1434
669	15.1487
670	15.1696
671	15.1477
672	15.1446
673	15.1575
674	15.1623
675	15.1617
676	15.1689
677	15.1648
678	15.1719
679	15.1914
680	15.1943
681	15.2024
682	15.2013
683	15.1991
684	15.2191
685	15.2085
686	15.2124
687	15.2125
688	15.2273
689	15.2368
690	15.2164
691	15.2276
692	15.2335
693	15.2523
694	15.2341
695	15.2443
696	15.2478
697	15.2833
698	15.2596
699	15.2573
700	15.2599
701	15.2714
702	15.2716
703	15.2667
704	15.2933
705	15.2933
706	15.3065
707	15.3108
708	15.2891
709	15.3042
710	15.3071
711	15.3115
712	15.3322
713	15.3101
714	15.3426
715	15.3253
716	15.349
717	15.338
718	15.34
719	15.3654
720	15.3419
721	15.3607
722	15.3713
723	15.368
724	15.3897
725	15.3645
726	15.3616
727	15.3829
728	15.3877
729	15.404
730	15.3916
731	15.3862
732	15.4143
733	15.4282
734	15.4008
735	15.3978
736	15.4276
737	15.418
738	15.4485
739	15.4285
740	15.4372
741	15.4289
742	15.4251
743	15.4606
744	15.4467
745	15.4364
